Year,Grade,Org_code,DistrictName,Group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_ayppart,m_ayppart,s_ayppart
2011,08,02580000,Salem,Hispanic/Latino,112,105,2,1," ",4," ",112,105,2,1," ",4," ",112,105,2,1," ",4," ",99,99,99
2011,08,02580000,Salem,White,207,203,2,1," ",1," ",205,200,4," "," ",1," ",205,201,3," "," ",1," ",100,100,100
2011,08,02580000,Salem,Multi-race,13,13," "," "," "," "," ",13,13," "," "," "," "," ",13,13," "," "," "," "," ",100,100,100
2011,08,02580000,Salem,"LEP/Formerly LEP",41,34,1," "," ",6," ",41,34,1," "," ",6," ",41,34,1," "," ",6," ",100,100,100
2011,08,02580000,Salem,"Special Ed",91,85,4,2," "," "," ",91,84,6,1," "," "," ",91,85,5,1," "," "," ",98,99,99
2011,10,02580000,Salem,"All Students",306,289,6,8,1,2," ",303,287,6,7,1,2," ",297,258,2,2," ",2,33,97,97,99
2011,10,02580000,Salem,"Low Income",145,131,4,7,1,2," ",143,132,4,5," ",2," ",143,117,1,1," ",2,22,95,96,99
2011,10,02580000,Salem,Black,14,12," ",2," "," "," ",14,13," ",1," "," "," ",13,10," "," "," "," ",3,86,93,100
2011,10,02580000,Salem,Asian,11,9," ",1," ",1," ",11,10," "," "," ",1," ",11,9," "," "," ",1,1,91,100,100
2011,10,02580000,Salem,Hispanic/Latino,98,90,4,4," "," "," ",97,90,4,3," "," "," ",92,72,1,1," "," ",18,97,97,99
2011,10,02580000,Salem,White,174,170,2," ",1,1," ",172,166,2,2,1,1," ",173,161,1,1," ",1,9,99,98,99
2011,10,02580000,Salem,"LEP/Formerly LEP",28,24,2," "," ",2," ",27,23,2," "," ",2," ",18,11," ",1," ",2,4,100,100,96
2011,10,02580000,Salem,"Special Ed",90,79,6,5," "," "," ",90,80,6,4," "," "," ",81,68,2,1," "," ",10,94,96,99
2011,03,02610000,Sandwich,"All Students",270,268,1,1," "," "," ",270,268,1,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,02610000,Sandwich,"Low Income",26,26," "," "," "," "," ",26,26," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,02610000,Sandwich,White,257,255,1,1," "," "," ",257,255,1,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,02610000,Sandwich,"Special Ed",32,31,1," "," "," "," ",32,31,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,02610000,Sandwich,"All Students",276,267,9," "," "," "," ",276,268,8," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,02610000,Sandwich,"Low Income",26,25,1," "," "," "," ",26,25,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,02610000,Sandwich,White,266,257,9," "," "," "," ",266,258,8," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,02610000,Sandwich,"Special Ed",41,32,9," "," "," "," ",41,33,8," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,05,02610000,Sandwich,"All Students",269,264,5," "," "," "," ",269,264,5," "," "," "," ",269,264,5," "," "," "," ",100,100,100
2011,05,02610000,Sandwich,"Low Income",19,18,1," "," "," "," ",19,18,1," "," "," "," ",19,18,1," "," "," "," ",100,100,100
2011,05,02610000,Sandwich,White,263,259,4," "," "," "," ",263,259,4," "," "," "," ",263,259,4," "," "," "," ",100,100,100
2011,05,02610000,Sandwich,"Special Ed",37,32,5," "," "," "," ",37,32,5," "," "," "," ",37,32,5," "," "," "," ",100,100,100
2011,06,02610000,Sandwich,"All Students",280,274,4,2," "," "," ",280,273,5,2," "," "," "," "," "," "," "," "," "," ",99,99," "
2011,06,02610000,Sandwich,"Low Income",22,21,1," "," "," "," ",22,21,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,02610000,Sandwich,White,269,264,4,1," "," "," ",269,263,5,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,02610000,Sandwich,"Special Ed",42,37,4,1," "," "," ",42,36,5,1," "," "," "," "," "," "," "," "," "," ",98,98," "
2011,07,02610000,Sandwich,"All Students",262,258,3," ",1," "," ",262,258,3," ",1," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,02610000,Sandwich,"Low Income",16,15," "," ",1," "," ",16,16," "," "," "," "," "," "," "," "," "," "," "," ",94,100," "
2011,07,02610000,Sandwich,White,253,250,2," ",1," "," ",253,250,2," ",1," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,02610000,Sandwich,"Special Ed",32,28,3," ",1," "," ",32,29,3," "," "," "," "," "," "," "," "," "," "," ",97,100," "
2011,08,02610000,Sandwich,"All Students",319,313,5,1," "," "," ",319,313,5,1," "," "," ",319,312,5,2," "," "," ",100,100,99
2011,08,02610000,Sandwich,"Low Income",24,20,3,1," "," "," ",24,21,3," "," "," "," ",24,21,3," "," "," "," ",96,100,100
2011,08,02610000,Sandwich,White,311,307,3,1," "," "," ",311,307,3,1," "," "," ",311,306,3,2," "," "," ",100,100,99
2011,08,02610000,Sandwich,"Special Ed",60,55,5," "," "," "," ",60,54,5,1," "," "," ",60,55,5," "," "," "," ",100,98,100
2011,10,02610000,Sandwich,"All Students",277,271,4,1,1," "," ",278,267,4,4,3," "," ",279,261,3,3,2," ",10,99,97,98
2011,10,02610000,Sandwich,"Low Income",27,26,1," "," "," "," ",27,25,1,1," "," "," ",28,24,1,2," "," ",1,100,96,93
2011,10,02610000,Sandwich,White,272,266,4,1,1," "," ",273,262,4,4,3," "," ",274,256,3,3,2," ",10,99,97,98
2011,10,02610000,Sandwich,"Special Ed",42,37,4,1," "," "," ",43,38,4,1," "," "," ",42,36,3,1," "," ",2,98,98,98
2011,03,02620000,Saugus,"All Students",216,211,4," "," ",1," ",215,210,4," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,03,02620000,Saugus,"Low Income",60,58,2," "," "," "," ",59,57,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,02620000,Saugus,Black,13,13," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,02620000,Saugus,Asian,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,02620000,Saugus,Hispanic/Latino,18,18," "," "," "," "," ",18,18," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,02620000,Saugus,White,172,167,4," "," ",1," ",172,167,4," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,03,02620000,Saugus,"LEP/Formerly LEP",13,12," "," "," ",1," ",13,12," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,03,02620000,Saugus,"Special Ed",26,22,4," "," "," "," ",26,22,4," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,02620000,Saugus,"All Students",238,233,4," ",1," "," ",239,236,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,02620000,Saugus,"Low Income",65,63,1," ",1," "," ",65,65," "," "," "," "," "," "," "," "," "," "," "," ",98,100," "
2011,04,02620000,Saugus,Hispanic/Latino,13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,02620000,Saugus,White,210,205,4," ",1," "," ",211,208,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,02620000,Saugus,"Special Ed",24,19,4," ",1," "," ",25,22,3," "," "," "," "," "," "," "," "," "," "," ",96,100," "
2011,05,02620000,Saugus,"All Students",216,209,6,1," "," "," ",216,209,6,1," "," "," ",216,209,5,2," "," "," ",100,100,99
2011,05,02620000,Saugus,"Low Income",51,49,2," "," "," "," ",51,49,2," "," "," "," ",51,50,1," "," "," "," ",100,100,100
2011,05,02620000,Saugus,Hispanic/Latino,20,19," ",1," "," "," ",20,19," ",1," "," "," ",20,19," ",1," "," "," ",95,95,95
2011,05,02620000,Saugus,White,178,173,5," "," "," "," ",178,173,5," "," "," "," ",178,173,4,1," "," "," ",100,100,99
2011,05,02620000,Saugus,"LEP/Formerly LEP",10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2011,05,02620000,Saugus,"Special Ed",23,16,6,1," "," "," ",23,16,6,1," "," "," ",23,17,5,1," "," "," ",96,96,96
2011,06,02620000,Saugus,"All Students",241,237,3," ",1," "," ",241,237,3," ",1," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,02620000,Saugus,"Low Income",71,69,1," ",1," "," ",71,69,1," ",1," "," "," "," "," "," "," "," "," ",99,99," "
2011,06,02620000,Saugus,Black,11,10,1," "," "," "," ",11,10,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,02620000,Saugus,Asian,11,10,1," "," "," "," ",11,10,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,02620000,Saugus,Hispanic/Latino,23,23," "," "," "," "," ",23,23," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,02620000,Saugus,White,194,192,1," ",1," "," ",194,192,1," ",1," "," "," "," "," "," "," "," "," ",99,99," "
2011,06,02620000,Saugus,"LEP/Formerly LEP",13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,02620000,Saugus,"Special Ed",33,30,3," "," "," "," ",33,30,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,02620000,Saugus,"All Students",230,224,5," ",1," "," ",229,224,5," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,02620000,Saugus,"Low Income",55,54,1," "," "," "," ",55,54,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,02620000,Saugus,Hispanic/Latino,20,19,1," "," "," "," ",20,19,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,02620000,Saugus,White,198,194,3," ",1," "," ",197,194,3," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2011,07,02620000,Saugus,"Special Ed",31,26,5," "," "," "," ",31,26,5," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,08,02620000,Saugus,"All Students",252,249,2,1," "," "," ",253,249,2,2," "," "," ",253,249,2,2," "," "," ",100,99,99
2011,08,02620000,Saugus,"Low Income",60,60," "," "," "," "," ",60,59," ",1," "," "," ",60,59," ",1," "," "," ",100,98,98
2011,08,02620000,Saugus,Hispanic/Latino,19,19," "," "," "," "," ",20,19," ",1," "," "," ",20,19," ",1," "," "," ",100,95,95
2011,08,02620000,Saugus,White,215,212,2,1," "," "," ",215,212,2,1," "," "," ",215,212,2,1," "," "," ",100,100,100
2011,08,02620000,Saugus,"Special Ed",32,30,2," "," "," "," ",32,30,2," "," "," "," ",32,30,2," "," "," "," ",100,100,100
2011,10,02620000,Saugus,"All Students",172,168,2,2," "," "," ",172,168,2,2," "," "," ",174,141,2," ",1," ",30,99,99,99
2011,10,02620000,Saugus,"Low Income",41,41," "," "," "," "," ",40,40," "," "," "," "," ",41,33," "," "," "," ",8,100,100,100
2011,10,02620000,Saugus,White,156,152,2,2," "," "," ",156,152,2,2," "," "," ",158,131,2," ",1," ",24,99,99,99
2011,10,02620000,Saugus,"Special Ed",24,22,2," "," "," "," ",24,22,2," "," "," "," ",25,17,2," "," "," ",6,100,100,100
2011,03,02630000,Savoy,"All Students",11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,02640000,Scituate,"All Students",255,254,1," "," "," "," ",254,253,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,02640000,Scituate,"Low Income",24,24," "," "," "," "," ",24,24," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,02640000,Scituate,White,233,232,1," "," "," "," ",232,231,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,02640000,Scituate,"Special Ed",36,35,1," "," "," "," ",36,35,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,02640000,Scituate,"All Students",280,277,3," "," "," "," ",279,275,3,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,02640000,Scituate,"Low Income",24,22,2," "," "," "," ",23,21,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,02640000,Scituate,White,261,258,3," "," "," "," ",260,256,3,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,02640000,Scituate,"Special Ed",37,34,3," "," "," "," ",37,34,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,05,02640000,Scituate,"All Students",275,270,3," ",2," "," ",275,271,3," ",1," "," ",275,270,3,1,1," "," ",99,100,99
2011,05,02640000,Scituate,"Low Income",15,15," "," "," "," "," ",15,15," "," "," "," "," ",15,15," "," "," "," "," ",100,100,100
2011,05,02640000,Scituate,White,264,259,3," ",2," "," ",264,260,3," ",1," "," ",264,259,3,1,1," "," ",99,100,99
2011,05,02640000,Scituate,"Special Ed",38,35,3," "," "," "," ",38,35,3," "," "," "," ",38,35,3," "," "," "," ",100,100,100
2011,06,02640000,Scituate,"All Students",300,296,3," ",1," "," ",300,295,4," ",1," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,02640000,Scituate,"Low Income",22,22," "," "," "," "," ",22,21,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,02640000,Scituate,White,284,280,3," ",1," "," ",284,279,4," ",1," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,02640000,Scituate,"Special Ed",45,42,3," "," "," "," ",45,41,4," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,02640000,Scituate,"All Students",242,239,2," ",1," "," ",242,239,2," ",1," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,02640000,Scituate,"Low Income",20,20," "," "," "," "," ",20,20," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,02640000,Scituate,White,227,224,2," ",1," "," ",227,225,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,02640000,Scituate,"Special Ed",26,24,2," "," "," "," ",26,24,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,08,02640000,Scituate,"All Students",264,260," ",1,3," "," ",264,261," ",1,2," "," ",264,263," "," ",1," "," ",98,99,100
2011,08,02640000,Scituate,"Low Income",22,22," "," "," "," "," ",22,21," ",1," "," "," ",22,22," "," "," "," "," ",100,95,100
2011,08,02640000,Scituate,White,250,246," ",1,3," "," ",250,248," "," ",2," "," ",250,249," "," ",1," "," ",98,99,100
2011,08,02640000,Scituate,"Special Ed",29,28," ",1," "," "," ",29,28," ",1," "," "," ",29,29," "," "," "," "," ",97,97,100
2011,10,02640000,Scituate,"All Students",219,210,2,3,4," "," ",218,212,2,4," "," "," ",223,196,2," "," "," ",25,97,98,100
2011,10,02640000,Scituate,"Low Income",13,13," "," "," "," "," ",12,12," "," "," "," "," ",12,11," "," "," "," ",1,100,100,100
2011,10,02640000,Scituate,White,208,199,2,3,4," "," ",207,201,2,4," "," "," ",211,187,2," "," "," ",22,96,98,100
2011,10,02640000,Scituate,"Special Ed",31,26,2,3," "," "," ",31,27,2,2," "," "," ",34,21,2," "," "," ",11,88,92,100
2011,03,02650000,Seekonk,"All Students",182,178,3," "," ",1," ",182,178,3," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,03,02650000,Seekonk,"Low Income",32,31," "," "," ",1," ",32,31," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,03,02650000,Seekonk,White,165,162,3," "," "," "," ",165,162,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,02650000,Seekonk,"Special Ed",26,22,3," "," ",1," ",26,22,3," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,04,02650000,Seekonk,"All Students",144,142,1," "," ",1," ",163,160,1," ",1,1," "," "," "," "," "," "," "," ",100,99," "
2011,04,02650000,Seekonk,"Low Income",21,21," "," "," "," "," ",26,25," "," ",1," "," "," "," "," "," "," "," "," ",100,96," "
2011,04,02650000,Seekonk,White,129,128,1," "," "," "," ",146,144,1," ",1," "," "," "," "," "," "," "," "," ",100,99," "
2011,04,02650000,Seekonk,"Special Ed",25,24,1," "," "," "," ",25,23,1," ",1," "," "," "," "," "," "," "," "," ",100,96," "
2011,05,02650000,Seekonk,"All Students",165,164,1," "," "," "," ",166,163,1," ",2," "," ",166,165,1," "," "," "," ",100,99,100
2011,05,02650000,Seekonk,"Low Income",26,26," "," "," "," "," ",26,25," "," ",1," "," ",26,26," "," "," "," "," ",100,96,100
2011,05,02650000,Seekonk,White,156,155,1," "," "," "," ",156,153,1," ",2," "," ",156,155,1," "," "," "," ",100,99,100
2011,05,02650000,Seekonk,"Special Ed",23,22,1," "," "," "," ",23,22,1," "," "," "," ",23,22,1," "," "," "," ",100,100,100
2011,06,02650000,Seekonk,"All Students",169,166,3," "," "," "," ",169,166,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,02650000,Seekonk,"Low Income",31,31," "," "," "," "," ",31,31," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,02650000,Seekonk,White,161,158,3," "," "," "," ",161,158,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,02650000,Seekonk,"Special Ed",33,30,3," "," "," "," ",33,30,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,02650000,Seekonk,"All Students",184,181,3," "," "," "," ",184,181,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,02650000,Seekonk,"Low Income",30,30," "," "," "," "," ",30,30," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,02650000,Seekonk,White,170,167,3," "," "," "," ",170,167,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,02650000,Seekonk,"Special Ed",31,28,3," "," "," "," ",31,28,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,08,02650000,Seekonk,"All Students",188,183,2," ",1,2," ",188,182,3," ",1,2," ",188,183,2," ",1,2," ",99,99,99
2011,08,02650000,Seekonk,"Low Income",31,29,1," "," ",1," ",31,29,1," "," ",1," ",31,29,1," "," ",1," ",100,100,100
2011,08,02650000,Seekonk,White,173,170,2," ",1," "," ",173,169,3," ",1," "," ",173,170,2," ",1," "," ",99,99,99
2011,08,02650000,Seekonk,"Special Ed",31,29,2," "," "," "," ",31,28,3," "," "," "," ",31,29,2," "," "," "," ",100,100,100
2011,10,02650000,Seekonk,"All Students",160,158," ",1," ",1," ",157,156," "," "," ",1," ",162,149," ",2," ",1,10,99,100,99
2011,10,02650000,Seekonk,"Low Income",25,24," "," "," ",1," ",25,24," "," "," ",1," ",27,23," "," "," ",1,3,100,100,100
2011,10,02650000,Seekonk,White,150,149," ",1," "," "," ",147,147," "," "," "," "," ",150,141," ",2," "," ",7,99,100,99
2011,10,02650000,Seekonk,"Special Ed",23,23," "," "," "," "," ",23,23," "," "," "," "," ",24,21," ",1," "," ",2,100,100,96
2011,03,02660000,Sharon,"All Students",233,226,5,1,1," "," ",233,226,5,1,1," "," "," "," "," "," "," "," "," ",99,99," "
2011,03,02660000,Sharon,"Low Income",16,16," "," "," "," "," ",16,16," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,02660000,Sharon,Black,14,14," "," "," "," "," ",14,14," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,02660000,Sharon,Asian,56,54,2," "," "," "," ",56,54,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,02660000,Sharon,White,147,143,3,1," "," "," ",147,143,3,1," "," "," "," "," "," "," "," "," "," ",99,99," "
2011,03,02660000,Sharon,"LEP/Formerly LEP",14,14," "," "," "," "," ",14,14," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,02660000,Sharon,"Special Ed",30,23,5,1,1," "," ",30,23,5,1,1," "," "," "," "," "," "," "," "," ",93,93," "
2011,04,02660000,Sharon,"All Students",266,260,5," ",1," "," ",267,262,5," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,02660000,Sharon,"Low Income",15,13,2," "," "," "," ",15,13,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,02660000,Sharon,Black,19,18,1," "," "," "," ",19,18,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,02660000,Sharon,Asian,43,42,1," "," "," "," ",44,43,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,02660000,Sharon,Hispanic/Latino,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,02660000,Sharon,White,185,181,3," ",1," "," ",185,182,3," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2011,04,02660000,Sharon,"LEP/Formerly LEP",10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,02660000,Sharon,"Special Ed",42,36,5," ",1," "," ",42,37,5," "," "," "," "," "," "," "," "," "," "," ",98,100," "
2011,05,02660000,Sharon,"All Students",243,238,4,1," "," "," ",243,238,4,1," "," "," ",243,238,4,1," "," "," ",100,100,100
2011,05,02660000,Sharon,"Low Income",16,15,1," "," "," "," ",16,15,1," "," "," "," ",16,15,1," "," "," "," ",100,100,100
2011,05,02660000,Sharon,Black,14,13,1," "," "," "," ",14,13,1," "," "," "," ",14,13,1," "," "," "," ",100,100,100
2011,05,02660000,Sharon,Asian,44,44," "," "," "," "," ",44,44," "," "," "," "," ",44,44," "," "," "," "," ",100,100,100
2011,05,02660000,Sharon,Hispanic/Latino,11,10,1," "," "," "," ",11,10,1," "," "," "," ",11,10,1," "," "," "," ",100,100,100
2011,05,02660000,Sharon,White,167,164,2,1," "," "," ",167,164,2,1," "," "," ",167,164,2,1," "," "," ",99,99,99
2011,05,02660000,Sharon,"Special Ed",42,38,4," "," "," "," ",42,38,4," "," "," "," ",42,38,4," "," "," "," ",100,100,100
2011,06,02660000,Sharon,"All Students",253,247,5,1," "," "," ",255,249,5,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,02660000,Sharon,"Low Income",26,26," "," "," "," "," ",26,26," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
