Year,Org_code,DistrictName,SchoolName,Grade,Group,sort,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_part_rate,m_part_rate,s_part_rate
2012,02200025,Norwood,"Charles J Prescott",05,"Low Income",04,10,8," "," "," "," ",2,10,8," "," "," "," ",2,10,8," "," "," "," ",2,100,100,100
2012,02200025,Norwood,"Charles J Prescott",05,White,09,34,34," "," "," "," "," ",34,34," "," "," "," "," ",34,34," "," "," "," "," ",100,100,100
2012,02200305,Norwood,"Dr. Philip O. Coakley Middle School",06,"All Students",01,250,246," "," ",1," ",3,250,247," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,02200305,Norwood,"Dr. Philip O. Coakley Middle School",06,"Students with Disabilities",02,38,37," "," "," "," ",1,38,37," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02200305,Norwood,"Dr. Philip O. Coakley Middle School",06,"ELL and Former ELL",03,17,16," "," "," "," ",1,17,16," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02200305,Norwood,"Dr. Philip O. Coakley Middle School",06,"Low Income",04,70,67," "," "," "," ",3,70,67," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,02200305,Norwood,"Dr. Philip O. Coakley Middle School",06,"African American",05,20,19," "," "," "," ",1,20,19," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02200305,Norwood,"Dr. Philip O. Coakley Middle School",06,Asian,06,13,12," "," "," "," ",1,13,12," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02200305,Norwood,"Dr. Philip O. Coakley Middle School",06,Hispanic/Latino,07,22,22," "," "," "," "," ",22,22," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02200305,Norwood,"Dr. Philip O. Coakley Middle School",06,White,09,193,191," "," ",1," ",1,193,192," "," "," "," ",1," "," "," "," "," "," "," ",99,100," "
2012,02200305,Norwood,"Dr. Philip O. Coakley Middle School",07,"All Students",01,239,222,6," ",2,2,7,238,221,6,1," ",2,8," "," "," "," "," "," "," ",99,100," "
2012,02200305,Norwood,"Dr. Philip O. Coakley Middle School",07,"Students with Disabilities",02,44,37,6," "," "," ",1,43,36,6," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02200305,Norwood,"Dr. Philip O. Coakley Middle School",07,"ELL and Former ELL",03,19,15," "," ",1,2,1,19,15," "," "," ",2,2," "," "," "," "," "," "," ",95,100," "
2012,02200305,Norwood,"Dr. Philip O. Coakley Middle School",07,"Low Income",04,72,60,2," ",2,2,6,71,59,2,1," ",2,7," "," "," "," "," "," "," ",97,99," "
2012,02200305,Norwood,"Dr. Philip O. Coakley Middle School",07,"African American",05,23,20," "," "," "," ",3,23,20," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,02200305,Norwood,"Dr. Philip O. Coakley Middle School",07,Asian,06,10,9," "," "," ",1," ",10,9," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,02200305,Norwood,"Dr. Philip O. Coakley Middle School",07,Hispanic/Latino,07,20,19," "," ",1," "," ",20,19," "," "," "," ",1," "," "," "," "," "," "," ",95,100," "
2012,02200305,Norwood,"Dr. Philip O. Coakley Middle School",07,White,09,185,173,6," ",1,1,4,184,172,6,1," ",1,4," "," "," "," "," "," "," ",99,99," "
2012,02200305,Norwood,"Dr. Philip O. Coakley Middle School",08,"All Students",01,259,250,1," ",1,1,6,259,249,1,1,1,1,6,259,249,1," ",2,1,6,100,99,99
2012,02200305,Norwood,"Dr. Philip O. Coakley Middle School",08,"Students with Disabilities",02,37,32,1," "," "," ",4,37,31,1,1," "," ",4,37,32,1," "," "," ",4,100,97,100
2012,02200305,Norwood,"Dr. Philip O. Coakley Middle School",08,"ELL and Former ELL",03,13,11," "," "," ",1,1,13,11," "," "," ",1,1,13,11," "," "," ",1,1,100,100,100
2012,02200305,Norwood,"Dr. Philip O. Coakley Middle School",08,"Low Income",04,87,80,1," "," ",1,5,87,79,1,1," ",1,5,87,79,1," ",1,1,5,100,99,99
2012,02200305,Norwood,"Dr. Philip O. Coakley Middle School",08,"African American",05,29,25," "," "," "," ",4,29,25," "," "," "," ",4,29,25," "," "," "," ",4,100,100,100
2012,02200305,Norwood,"Dr. Philip O. Coakley Middle School",08,Asian,06,17,16," "," "," ",1," ",17,16," "," "," ",1," ",17,16," "," "," ",1," ",100,100,100
2012,02200305,Norwood,"Dr. Philip O. Coakley Middle School",08,Hispanic/Latino,07,14,13," "," "," "," ",1,14,13," "," "," "," ",1,14,12," "," ",1," ",1,100,100,93
2012,02200305,Norwood,"Dr. Philip O. Coakley Middle School",08,White,09,196,193,1," ",1," ",1,196,192,1,1,1," ",1,196,193,1," ",1," ",1,99,99,99
2012,02200505,Norwood,"Norwood High",10,"All Students",01,258,240,5,3," ",4,6,261,242,5,2," ",4,8,263,227,3,1," ",5,27,99,99,100
2012,02200505,Norwood,"Norwood High",10,"Students with Disabilities",02,49,39,5,1," ",1,3,51,40,5,1," ",1,4,51,37,3,1," ",1,9,98,98,98
2012,02200505,Norwood,"Norwood High",10,"Low Income",04,69,58,1,2," ",2,6,72,60,1,1," ",2,8,72,52," "," "," ",2,18,97,99,100
2012,02200505,Norwood,"Norwood High",10,"African American",05,20,17," "," "," "," ",3,20,16," ",1," "," ",3,20,15," "," "," "," ",5,100,95,100
2012,02200505,Norwood,"Norwood High",10,White,09,226,213,4,2," ",4,3,228,215,4,1," ",3,5,230,201,3," "," ",4,22,99,100,100
2012,02210005,"Oak Bluffs","Oak Bluffs Elementary",03,"All Students",01,53,52," "," "," ",1," ",53,52," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,02210005,"Oak Bluffs","Oak Bluffs Elementary",03,"Students with Disabilities",02,13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02210005,"Oak Bluffs","Oak Bluffs Elementary",03,"Low Income",04,16,15," "," "," ",1," ",16,15," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,02210005,"Oak Bluffs","Oak Bluffs Elementary",03,White,09,39,39," "," "," "," "," ",39,39," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02210005,"Oak Bluffs","Oak Bluffs Elementary",04,"All Students",01,43,40,3," "," "," "," ",43,41,1,1," "," "," "," "," "," "," "," "," "," ",100,98," "
2012,02210005,"Oak Bluffs","Oak Bluffs Elementary",04,"Students with Disabilities",02,13,10,3," "," "," "," ",13,12,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02210005,"Oak Bluffs","Oak Bluffs Elementary",04,White,09,29,27,2," "," "," "," ",29,27,1,1," "," "," "," "," "," "," "," "," "," ",100,97," "
2012,02210005,"Oak Bluffs","Oak Bluffs Elementary",05,"All Students",01,31,29,2," "," "," "," ",32,30,2," "," "," "," ",32,30,2," "," "," "," ",100,100,100
2012,02210005,"Oak Bluffs","Oak Bluffs Elementary",05,White,09,25,24,1," "," "," "," ",26,25,1," "," "," "," ",26,25,1," "," "," "," ",100,100,100
2012,02210005,"Oak Bluffs","Oak Bluffs Elementary",06,"All Students",01,32,28,2,2," "," "," ",32,27,4,1," "," "," "," "," "," "," "," "," "," ",94,97," "
2012,02210005,"Oak Bluffs","Oak Bluffs Elementary",06,"Low Income",04,11,10," ",1," "," "," ",11,10,1," "," "," "," "," "," "," "," "," "," "," ",91,100," "
2012,02210005,"Oak Bluffs","Oak Bluffs Elementary",06,White,09,23,21,1,1," "," "," ",23,20,3," "," "," "," "," "," "," "," "," "," "," ",96,100," "
2012,02210005,"Oak Bluffs","Oak Bluffs Elementary",07,"All Students",01,59,57,1," ",1," "," ",60,59,1," "," "," "," "," "," "," "," "," "," "," ",98,100," "
2012,02210005,"Oak Bluffs","Oak Bluffs Elementary",07,"Students with Disabilities",02,14,13,1," "," "," "," ",14,13,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02210005,"Oak Bluffs","Oak Bluffs Elementary",07,White,09,50,50," "," "," "," "," ",51,51," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02210005,"Oak Bluffs","Oak Bluffs Elementary",08,"All Students",01,47,47," "," "," "," "," ",47,47," "," "," "," "," ",47,47," "," "," "," "," ",100,100,100
2012,02210005,"Oak Bluffs","Oak Bluffs Elementary",08,"Students with Disabilities",02,14,14," "," "," "," "," ",14,14," "," "," "," "," ",14,14," "," "," "," "," ",100,100,100
2012,02210005,"Oak Bluffs","Oak Bluffs Elementary",08,"Low Income",04,17,17," "," "," "," "," ",17,17," "," "," "," "," ",17,17," "," "," "," "," ",100,100,100
2012,02210005,"Oak Bluffs","Oak Bluffs Elementary",08,White,09,35,35," "," "," "," "," ",35,35," "," "," "," "," ",35,35," "," "," "," "," ",100,100,100
2012,02230003,Orange,Butterfield,05,"All Students",01,109,104," "," "," "," ",5,110,104," "," "," "," ",6,110,104," "," "," "," ",6,100,100,100
2012,02230003,Orange,Butterfield,05,"Students with Disabilities",02,21,20," "," "," "," ",1,21,20," "," "," "," ",1,21,20," "," "," "," ",1,100,100,100
2012,02230003,Orange,Butterfield,05,"Low Income",04,58,56," "," "," "," ",2,59,56," "," "," "," ",3,59,56," "," "," "," ",3,100,100,100
2012,02230003,Orange,Butterfield,05,White,09,99,95," "," "," "," ",4,100,95," "," "," "," ",5,100,95," "," "," "," ",5,100,100,100
2012,02230003,Orange,Butterfield,06,"All Students",01,110,105,1," "," "," ",4,111,105,1," "," "," ",5," "," "," "," "," "," "," ",100,100," "
2012,02230003,Orange,Butterfield,06,"Students with Disabilities",02,17,15,1," "," "," ",1,17,15,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02230003,Orange,Butterfield,06,"Low Income",04,53,49,1," "," "," ",3,53,49,1," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,02230003,Orange,Butterfield,06,White,09,103,98,1," "," "," ",4,104,98,1," "," "," ",5," "," "," "," "," "," "," ",100,100," "
2012,02230010,Orange,"Dexter Park",03,"All Students",01,91,82,3," "," "," ",6,91,82,3," "," "," ",6," "," "," "," "," "," "," ",100,100," "
2012,02230010,Orange,"Dexter Park",03,"Students with Disabilities",02,19,12,3," "," "," ",4,19,12,3," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2012,02230010,Orange,"Dexter Park",03,"Low Income",04,45,40,2," "," "," ",3,45,40,2," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,02230010,Orange,"Dexter Park",03,White,09,78,71,2," "," "," ",5,78,71,2," "," "," ",5," "," "," "," "," "," "," ",100,100," "
2012,02230010,Orange,"Dexter Park",04,"All Students",01,98,85,6," "," "," ",7,99,85,6," "," "," ",8," "," "," "," "," "," "," ",100,100," "
2012,02230010,Orange,"Dexter Park",04,"Students with Disabilities",02,19,13,6," "," "," "," ",19,13,6," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02230010,Orange,"Dexter Park",04,"Low Income",04,59,50,6," "," "," ",3,59,50,6," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,02230010,Orange,"Dexter Park",04,White,09,90,79,6," "," "," ",5,91,79,6," "," "," ",6," "," "," "," "," "," "," ",100,100," "
2012,02240005,Orleans,"Orleans Elementary",03,"All Students",01,24,23," ",1," "," "," ",24,24," "," "," "," "," "," "," "," "," "," "," "," ",96,100," "
2012,02240005,Orleans,"Orleans Elementary",03,White,09,21,21," "," "," "," "," ",21,21," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02240005,Orleans,"Orleans Elementary",04,"All Students",01,33,33," "," "," "," "," ",33,33," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02240005,Orleans,"Orleans Elementary",04,"Students with Disabilities",02,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02240005,Orleans,"Orleans Elementary",04,White,09,27,27," "," "," "," "," ",27,27," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02240005,Orleans,"Orleans Elementary",05,"All Students",01,32,32," "," "," "," "," ",32,32," "," "," "," "," ",32,32," "," "," "," "," ",100,100,100
2012,02240005,Orleans,"Orleans Elementary",05,"Students with Disabilities",02,10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2012,02240005,Orleans,"Orleans Elementary",05,White,09,30,30," "," "," "," "," ",30,30," "," "," "," "," ",30,30," "," "," "," "," ",100,100,100
2012,02260005,Oxford,"Clara Barton",03,"All Students",01,151,150," ",1," "," "," ",151,150," ",1," "," "," "," "," "," "," "," "," "," ",99,99," "
2012,02260005,Oxford,"Clara Barton",03,"Students with Disabilities",02,19,18," ",1," "," "," ",19,18," ",1," "," "," "," "," "," "," "," "," "," ",95,95," "
2012,02260005,Oxford,"Clara Barton",03,"Low Income",04,42,42," "," "," "," "," ",42,42," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02260005,Oxford,"Clara Barton",03,White,09,136,136," "," "," "," "," ",136,136," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02260005,Oxford,"Clara Barton",04,"All Students",01,147,140,2,2," "," ",3,148,140,3,1," ",1,3," "," "," "," "," "," "," ",99,99," "
2012,02260005,Oxford,"Clara Barton",04,"Students with Disabilities",02,24,21,2,1," "," "," ",24,20,3,1," "," "," "," "," "," "," "," "," "," ",96,96," "
2012,02260005,Oxford,"Clara Barton",04,"Low Income",04,61,56,2," "," "," ",3,61,55,3," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,02260005,Oxford,"Clara Barton",04,Hispanic/Latino,07,12,12," "," "," "," "," ",13,12," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,02260005,Oxford,"Clara Barton",04,White,09,128,122,2,2," "," ",2,128,122,3,1," "," ",2," "," "," "," "," "," "," ",98,99," "
2012,02260405,Oxford,"Oxford Middle",05,"All Students",01,165,163,1," "," "," ",1,165,163,1," "," "," ",1,165,163,1," "," "," ",1,100,100,100
2012,02260405,Oxford,"Oxford Middle",05,"Students with Disabilities",02,22,20,1," "," "," ",1,22,20,1," "," "," ",1,22,20,1," "," "," ",1,100,100,100
2012,02260405,Oxford,"Oxford Middle",05,"Low Income",04,53,52," "," "," "," ",1,53,52," "," "," "," ",1,53,52," "," "," "," ",1,100,100,100
2012,02260405,Oxford,"Oxford Middle",05,White,09,146,145,1," "," "," "," ",146,145,1," "," "," "," ",146,145,1," "," "," "," ",100,100,100
2012,02260405,Oxford,"Oxford Middle",06,"All Students",01,166,157,2," "," ",1,6,166,157,2," "," ",1,6," "," "," "," "," "," "," ",100,100," "
2012,02260405,Oxford,"Oxford Middle",06,"Students with Disabilities",02,15,12,2," "," "," ",1,15,12,2," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02260405,Oxford,"Oxford Middle",06,"Low Income",04,68,62,2," "," ",1,3,68,62,2," "," ",1,3," "," "," "," "," "," "," ",100,100," "
2012,02260405,Oxford,"Oxford Middle",06,Hispanic/Latino,07,17,14," "," "," "," ",3,17,14," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,02260405,Oxford,"Oxford Middle",06,White,09,140,135,2," "," "," ",3,140,135,2," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,02260405,Oxford,"Oxford Middle",07,"All Students",01,142,139,2," "," "," ",1,142,139,2," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02260405,Oxford,"Oxford Middle",07,"Students with Disabilities",02,14,12,2," "," "," "," ",14,12,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02260405,Oxford,"Oxford Middle",07,"Low Income",04,49,47,1," "," "," ",1,49,47,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02260405,Oxford,"Oxford Middle",07,White,09,126,124,2," "," "," "," ",126,124,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02260405,Oxford,"Oxford Middle",08,"All Students",01,173,166,1," "," "," ",6,172,166,1," "," "," ",5,172,166,1," "," "," ",5,100,100,100
2012,02260405,Oxford,"Oxford Middle",08,"Students with Disabilities",02,19,16,1," "," "," ",2,19,16,1," "," "," ",2,19,16,1," "," "," ",2,100,100,100
2012,02260405,Oxford,"Oxford Middle",08,"Low Income",04,43,39," "," "," "," ",4,43,39," "," "," "," ",4,43,39," "," "," "," ",4,100,100,100
2012,02260405,Oxford,"Oxford Middle",08,Hispanic/Latino,07,11,9," "," "," "," ",2,11,9," "," "," "," ",2,11,9," "," "," "," ",2,100,100,100
2012,02260405,Oxford,"Oxford Middle",08,White,09,157,152,1," "," "," ",4,156,152,1," "," "," ",3,156,152,1," "," "," ",3,100,100,100
2012,02260505,Oxford,"Oxford High",10,"All Students",01,117,105,2,3," "," ",7,117,103,2,5," "," ",7,122,101,2," "," "," ",19,97,96,100
2012,02260505,Oxford,"Oxford High",10,"Students with Disabilities",02,18,13,2,1," "," ",2,18,13,2,1," "," ",2,20,7,2," "," "," ",11,94,94,100
2012,02260505,Oxford,"Oxford High",10,"Low Income",04,31,24," ",2," "," ",5,31,23," ",3," "," ",5,35,23," "," "," "," ",12,94,90,100
2012,02260505,Oxford,"Oxford High",10,White,09,101,94,2,1," "," ",4,101,92,2,3," "," ",4,105,89,2," "," "," ",14,99,97,100
2012,02270008,Palmer,"Old Mill Pond",03,"All Students",01,135,128,3," "," "," ",4,135,128,3," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2012,02270008,Palmer,"Old Mill Pond",03,"Students with Disabilities",02,34,29,3," "," "," ",2,34,29,3," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02270008,Palmer,"Old Mill Pond",03,"Low Income",04,69,65,2," "," "," ",2,69,65,2," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02270008,Palmer,"Old Mill Pond",03,White,09,126,120,3," "," "," ",3,126,120,3," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,02270008,Palmer,"Old Mill Pond",04,"All Students",01,133,122,2," ",1," ",8,134,123,2," "," "," ",9," "," "," "," "," "," "," ",99,100," "
2012,02270008,Palmer,"Old Mill Pond",04,"Students with Disabilities",02,24,18,2," "," "," ",4,24,18,2," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2012,02270008,Palmer,"Old Mill Pond",04,"Low Income",04,70,65,2," "," "," ",3,71,65,2," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2012,02270008,Palmer,"Old Mill Pond",04,White,09,120,112,2," ",1," ",5,121,113,2," "," "," ",6," "," "," "," "," "," "," ",99,100," "
2012,02270305,Palmer,"Converse Middle",05,"All Students",01,136,128," "," "," "," ",8,136,128," "," "," "," ",8,136,128," "," "," "," ",8,100,100,100
2012,02270305,Palmer,"Converse Middle",05,"Students with Disabilities",02,30,28," "," "," "," ",2,30,28," "," "," "," ",2,30,28," "," "," "," ",2,100,100,100
2012,02270305,Palmer,"Converse Middle",05,"Low Income",04,68,61," "," "," "," ",7,68,61," "," "," "," ",7,68,61," "," "," "," ",7,100,100,100
2012,02270305,Palmer,"Converse Middle",05,White,09,118,112," "," "," "," ",6,118,112," "," "," "," ",6,118,112," "," "," "," ",6,100,100,100
2012,02270305,Palmer,"Converse Middle",06,"All Students",01,126,112,8," ",1," ",5,126,112,8," ",1," ",5," "," "," "," "," "," "," ",99,99," "
2012,02270305,Palmer,"Converse Middle",06,"Students with Disabilities",02,30,21,8," "," "," ",1,30,21,8," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02270305,Palmer,"Converse Middle",06,"Low Income",04,55,48,2," ",1," ",4,55,48,2," ",1," ",4," "," "," "," "," "," "," ",98,98," "
2012,02270305,Palmer,"Converse Middle",06,White,09,119,107,8," ",1," ",3,119,107,8," ",1," ",3," "," "," "," "," "," "," ",99,99," "
2012,02270305,Palmer,"Converse Middle",07,"All Students",01,128,115,3," ",2," ",8,128,113,3," ",4," ",8," "," "," "," "," "," "," ",98,97," "
2012,02270305,Palmer,"Converse Middle",07,"Students with Disabilities",02,27,23,3," "," "," ",1,27,21,3," ",2," ",1," "," "," "," "," "," "," ",100,93," "
2012,02270305,Palmer,"Converse Middle",07,"Low Income",04,63,52,3," "," "," ",8,63,51,3," ",1," ",8," "," "," "," "," "," "," ",100,98," "
