Year,org_code,DistrictName,Grade,Group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_ayppart,m_ayppart,s_ayppart
2010,03150000,Wayland,07,"Low Income",13,13," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03150000,Wayland,07,Asian,20,20," "," "," "," ",20,20," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03150000,Wayland,07,Hispanic/Latino,10,10," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03150000,Wayland,07,White,167,166,1," "," "," ",168,167,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03150000,Wayland,07,"Special Ed",50,49,1," "," "," ",50,49,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03150000,Wayland,08,"All Students",206,205," "," ",1," ",206,205," "," ",1," ",206,205," "," ",1," "," ",100,100,100
2010,03150000,Wayland,08,"Low Income",22,22," "," "," "," ",22,22," "," "," "," ",22,22," "," "," "," "," ",100,100,100
2010,03150000,Wayland,08,Black,10,10," "," "," "," ",10,10," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2010,03150000,Wayland,08,Asian,23,23," "," "," "," ",23,23," "," "," "," ",23,23," "," "," "," "," ",100,100,100
2010,03150000,Wayland,08,White,156,156," "," "," "," ",156,156," "," "," "," ",156,156," "," "," "," "," ",100,100,100
2010,03150000,Wayland,08,"Special Ed",37,36," "," ",1," ",37,36," "," ",1," ",37,36," "," ",1," "," ",97,97,97
2010,03150000,Wayland,10,"All Students",229,225," ",4," "," ",227,221," ",6," "," ",228,211," ",2," "," ",15,98,97,99
2010,03150000,Wayland,10,"Low Income",12,12," "," "," "," ",12,9," ",3," "," ",12,10," ",1," "," ",1,100,75,92
2010,03150000,Wayland,10,Black,13,13," "," "," "," ",12,12," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2010,03150000,Wayland,10,Asian,20,20," "," "," "," ",20,20," "," "," "," ",20,15," "," "," "," ",5,100,100,100
2010,03150000,Wayland,10,Hispanic/Latino,10,10," "," "," "," ",10,9," ",1," "," ",10,9," "," "," "," ",1,100,90,100
2010,03150000,Wayland,10,White,178,174," ",4," "," ",177,172," ",5," "," ",176,167," ",2," "," ",7,98,97,99
2010,03150000,Wayland,10,"Special Ed",41,41," "," "," "," ",41,39," ",2," "," ",41,35," ",1," "," ",5,100,95,98
2010,03160000,Webster,03,"All Students",141,132,8,1," "," ",142,133,8,1," "," "," "," "," "," "," "," "," ",99,99," "
2010,03160000,Webster,03,"Low Income",74,67,6,1," "," ",75,68,6,1," "," "," "," "," "," "," "," "," ",99,99," "
2010,03160000,Webster,03,Hispanic/Latino,25,24,1," "," "," ",25,24,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03160000,Webster,03,White,103,97,5,1," "," ",104,98,5,1," "," "," "," "," "," "," "," "," ",99,99," "
2010,03160000,Webster,03,"LEP/Formerly LEP",13,13," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03160000,Webster,03,"Special Ed",23,14,8,1," "," ",23,14,8,1," "," "," "," "," "," "," "," "," ",96,96," "
2010,03160000,Webster,04,"All Students",152,148,4," "," "," ",152,149,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03160000,Webster,04,"Low Income",82,80,2," "," "," ",82,80,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03160000,Webster,04,Hispanic/Latino,18,18," "," "," "," ",18,18," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03160000,Webster,04,White,121,117,4," "," "," ",121,118,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03160000,Webster,04,"LEP/Formerly LEP",10,10," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03160000,Webster,04,"Special Ed",26,22,4," "," "," ",26,23,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03160000,Webster,05,"All Students",142,140,2," "," "," ",142,141,1," "," "," ",142,141,1," "," "," "," ",100,100,100
2010,03160000,Webster,05,"Low Income",78,77,1," "," "," ",78,78," "," "," "," ",78,78," "," "," "," "," ",100,100,100
2010,03160000,Webster,05,Black,11,11," "," "," "," ",11,11," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2010,03160000,Webster,05,Hispanic/Latino,19,18,1," "," "," ",19,19," "," "," "," ",19,19," "," "," "," "," ",100,100,100
2010,03160000,Webster,05,White,102,101,1," "," "," ",102,101,1," "," "," ",102,101,1," "," "," "," ",100,100,100
2010,03160000,Webster,05,"Special Ed",24,22,2," "," "," ",24,23,1," "," "," ",24,23,1," "," "," "," ",100,100,100
2010,03160000,Webster,06,"All Students",145,141,4," "," "," ",145,141,4," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03160000,Webster,06,"Low Income",78,75,3," "," "," ",78,75,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03160000,Webster,06,Hispanic/Latino,18,18," "," "," "," ",18,18," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03160000,Webster,06,White,116,112,4," "," "," ",116,112,4," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03160000,Webster,06,"Special Ed",21,17,4," "," "," ",21,17,4," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03160000,Webster,07,"All Students",160,158," ",2," "," ",160,157," ",2,1," "," "," "," "," "," "," "," ",99,98," "
2010,03160000,Webster,07,"Low Income",77,77," "," "," "," ",77,76," ",1," "," "," "," "," "," "," "," "," ",100,99," "
2010,03160000,Webster,07,Hispanic/Latino,19,19," "," "," "," ",19,19," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03160000,Webster,07,White,124,122," ",2," "," ",124,122," ",1,1," "," "," "," "," "," "," "," ",98,98," "
2010,03160000,Webster,07,"Special Ed",31,30," ",1," "," ",31,28," ",2,1," "," "," "," "," "," "," "," ",97,90," "
2010,03160000,Webster,08,"All Students",164,154,9,1," "," ",164,153,9,1,1," ",164,153,9,1,1," "," ",99,99,99
2010,03160000,Webster,08,"Low Income",74,68,5,1," "," ",74,68,5,1," "," ",74,68,5,1," "," "," ",99,99,99
2010,03160000,Webster,08,Hispanic/Latino,22,21," ",1," "," ",22,21," ",1," "," ",22,21," ",1," "," "," ",95,95,95
2010,03160000,Webster,08,White,135,126,9," "," "," ",135,125,9," ",1," ",135,125,9," ",1," "," ",100,99,99
2010,03160000,Webster,08,"Special Ed",29,19,9,1," "," ",29,18,9,1,1," ",29,18,9,1,1," "," ",97,93,93
2010,03160000,Webster,10,"All Students",153,133,1,5," "," ",154,135,1,6," "," ",155,131," "," "," "," ",24,96,96,100
2010,03160000,Webster,10,"Low Income",60,52,1,2," "," ",60,51,1,3," "," ",60,49," "," "," "," ",11,96,95,100
2010,03160000,Webster,10,Hispanic/Latino,18,13," ",1," "," ",18,14," "," "," "," ",18,14," "," "," "," ",4,93,100,100
2010,03160000,Webster,10,White,122,108,1,4," "," ",123,110,1,5," "," ",124,107," "," "," "," ",17,96,96,100
2010,03160000,Webster,10,"Special Ed",17,10,1,3," "," ",17,9,1,4," "," ",17,12," "," "," "," ",5,79,71,100
2010,03170000,Wellesley,03,"All Students",407,403,3," ",1," ",406,402,3,1," "," "," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,03,"Low Income",17,16,1," "," "," ",17,16,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,03,Black,13,13," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,03,Asian,32,32," "," "," "," ",32,32," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,03,Hispanic/Latino,16,16," "," "," "," ",16,16," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,03,White,328,325,2," ",1," ",327,324,2,1," "," "," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,03,Multi-race,16,15,1," "," "," ",16,15,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,03,"LEP/Formerly LEP",14,14," "," "," "," ",14,14," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,03,"Special Ed",54,50,3," ",1," ",54,50,3,1," "," "," "," "," "," "," "," "," ",98,98," "
2010,03170000,Wellesley,04,"All Students",445,437,5,2,1," ",446,440,5," ",1," "," "," "," "," "," "," "," ",99,100," "
2010,03170000,Wellesley,04,"Low Income",29,29," "," "," "," ",29,29," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,04,Black,23,22," ",1," "," ",23,23," "," "," "," "," "," "," "," "," "," "," ",96,100," "
2010,03170000,Wellesley,04,Asian,32,32," "," "," "," ",32,32," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,04,Hispanic/Latino,23,22,1," "," "," ",23,22,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,04,White,348,342,4,1,1," ",349,344,4," ",1," "," "," "," "," "," "," "," ",99,100," "
2010,03170000,Wellesley,04,Multi-race,18,18," "," "," "," ",18,18," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,04,"LEP/Formerly LEP",11,11," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,04,"Special Ed",84,78,5,1," "," ",85,80,5," "," "," "," "," "," "," "," "," "," ",99,100," "
2010,03170000,Wellesley,05,"All Students",399,395,4," "," "," ",398,394,4," "," "," ",398,394,4," "," "," "," ",100,100,100
2010,03170000,Wellesley,05,"Low Income",19,19," "," "," "," ",19,19," "," "," "," ",19,19," "," "," "," "," ",100,100,100
2010,03170000,Wellesley,05,Black,22,22," "," "," "," ",22,22," "," "," "," ",22,22," "," "," "," "," ",100,100,100
2010,03170000,Wellesley,05,Asian,35,35," "," "," "," ",35,35," "," "," "," ",35,35," "," "," "," "," ",100,100,100
2010,03170000,Wellesley,05,Hispanic/Latino,11,11," "," "," "," ",11,11," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2010,03170000,Wellesley,05,White,320,316,4," "," "," ",319,315,4," "," "," ",319,315,4," "," "," "," ",100,100,100
2010,03170000,Wellesley,05,"LEP/Formerly LEP",10,10," "," "," "," ",10,10," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2010,03170000,Wellesley,05,"Special Ed",74,70,4," "," "," ",74,70,4," "," "," ",74,70,4," "," "," "," ",100,100,100
2010,03170000,Wellesley,06,"All Students",395,392,1,1," ",1,393,390,1," ",1,1," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,06,"Low Income",21,20," "," "," ",1,21,20," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,06,Black,15,15," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,06,Asian,24,23," "," "," ",1,24,23," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,06,Hispanic/Latino,23,23," "," "," "," ",23,23," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,06,White,321,319,1,1," "," ",320,318,1," ",1," "," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,06,Multi-race,11,11," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,06,"Special Ed",65,64,1," "," "," ",64,63,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,07,"All Students",366,361,2,2,1," ",366,364,2," "," "," "," "," "," "," "," "," "," ",99,100," "
2010,03170000,Wellesley,07,"Low Income",16,16," "," "," "," ",16,16," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,07,Black,17,17," "," "," "," ",17,17," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,07,Asian,31,30,1," "," "," ",31,30,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,07,Hispanic/Latino,12,12," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,07,White,293,289,1,2,1," ",293,292,1," "," "," "," "," "," "," "," "," "," ",99,100," "
2010,03170000,Wellesley,07,Multi-race,12,12," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03170000,Wellesley,07,"Special Ed",60,57,2,1," "," ",60,58,2," "," "," "," "," "," "," "," "," "," ",98,100," "
2010,03170000,Wellesley,08,"All Students",391,381,3,5,2," ",392,381,6,3,2," ",392,382,4,3,3," "," ",98,99,98
2010,03170000,Wellesley,08,"Low Income",15,14," ",1," "," ",15,15," "," "," "," ",15,15," "," "," "," "," ",93,100,100
2010,03170000,Wellesley,08,Black,18,18," "," "," "," ",18,17,1," "," "," ",18,18," "," "," "," "," ",100,100,100
2010,03170000,Wellesley,08,Asian,29,29," "," "," "," ",29,29," "," "," "," ",29,29," "," "," "," "," ",100,100,100
2010,03170000,Wellesley,08,Hispanic/Latino,12,12," "," "," "," ",12,12," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2010,03170000,Wellesley,08,White,320,310,3,5,2," ",321,311,5,3,2," ",321,311,4,3,3," "," ",98,98,98
2010,03170000,Wellesley,08,Multi-race,12,12," "," "," "," ",12,12," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2010,03170000,Wellesley,08,"Special Ed",86,78,3,3,2," ",86,76,6,3,1," ",86,78,4,3,1," "," ",94,95,95
2010,03170000,Wellesley,10,"All Students",361,354,2,3," "," ",360,356,2,2," "," ",361,340,1,3," "," ",17,99,99,99
2010,03170000,Wellesley,10,"Low Income",12,11," ",1," "," ",12,11," ",1," "," ",12,11," ",1," "," "," ",92,92,92
2010,03170000,Wellesley,10,Black,13,13," "," "," "," ",13,13," "," "," "," ",13,12," "," "," "," ",1,100,100,100
2010,03170000,Wellesley,10,Asian,40,39,1," "," "," ",40,39,1," "," "," ",40,37,1," "," "," ",2,100,100,100
2010,03170000,Wellesley,10,Hispanic/Latino,15,14," ",1," "," ",15,14," ",1," "," ",15,14," ",1," "," "," ",93,93,93
2010,03170000,Wellesley,10,White,282,277,1,2," "," ",281,279,1,1," "," ",282,266," ",2," "," ",14,99,100,99
2010,03170000,Wellesley,10,Multi-race,11,11," "," "," "," ",11,11," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2010,03170000,Wellesley,10,"Special Ed",49,42,2,3," "," ",49,45,2,2," "," ",49,41,1,3," "," ",4,94,96,94
2010,03180000,Wellfleet,03,"All Students",16,16," "," "," "," ",16,16," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03180000,Wellfleet,03,White,16,16," "," "," "," ",16,16," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03180000,Wellfleet,04,"All Students",15,14,1," "," "," ",16,15,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03180000,Wellfleet,04,White,15,14,1," "," "," ",16,15,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03180000,Wellfleet,05,"All Students",24,24," "," "," "," ",24,24," "," "," "," ",24,24," "," "," "," "," ",100,100,100
2010,03180000,Wellfleet,05,White,21,21," "," "," "," ",21,21," "," "," "," ",21,21," "," "," "," "," ",100,100,100
2010,03210000,Westborough,03,"All Students",268,262,5," "," ",1,268,263,4," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,03210000,Westborough,03,"Low Income",20,19," "," "," ",1,20,19," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,03210000,Westborough,03,Asian,60,59,1," "," "," ",59,58,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03210000,Westborough,03,Hispanic/Latino,11,10," "," "," ",1,11,10," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,03210000,Westborough,03,White,183,179,4," "," "," ",184,181,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03210000,Westborough,03,Multi-race,11,11," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03210000,Westborough,03,"LEP/Formerly LEP",55,52,2," "," ",1,54,52,1," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,03210000,Westborough,03,"Special Ed",39,34,5," "," "," ",39,35,4," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03210000,Westborough,04,"All Students",273,267,4," "," ",2,273,267,4," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,03210000,Westborough,04,"Low Income",19,18," "," "," ",1,19,18," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,03210000,Westborough,04,Asian,43,41," "," "," ",2,43,41," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,03210000,Westborough,04,White,213,209,4," "," "," ",213,209,4," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03210000,Westborough,04,"LEP/Formerly LEP",24,22," "," "," ",2,24,22," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,03210000,Westborough,04,"Special Ed",40,36,4," "," "," ",40,36,4," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03210000,Westborough,05,"All Students",249,241,6,1," ",1,249,241,5,1," ",2,249,240,6,1," ",2," ",100,100,100
2010,03210000,Westborough,05,"Low Income",18,16,2," "," "," ",18,15,2," "," ",1,18,15,2," "," ",1," ",100,100,100
2010,03210000,Westborough,05,Asian,47,47," "," "," "," ",47,47," "," "," "," ",47,47," "," "," "," "," ",100,100,100
2010,03210000,Westborough,05,White,186,179,5,1," ",1,186,179,4,1," ",2,186,178,5,1," ",2," ",99,99,99
2010,03210000,Westborough,05,"LEP/Formerly LEP",25,24," "," "," ",1,25,24," "," "," ",1,25,24," "," "," ",1," ",100,100,100
2010,03210000,Westborough,05,"Special Ed",38,32,6," "," "," ",38,33,5," "," "," ",38,32,6," "," "," "," ",100,100,100
2010,03210000,Westborough,06,"All Students",257,251,3," ",1,2,257,252,3," "," ",2," "," "," "," "," "," "," ",99,100," "
2010,03210000,Westborough,06,"Low Income",22,21," "," "," ",1,22,21," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,03210000,Westborough,06,Asian,55,53,1," "," ",1,55,53,1," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,03210000,Westborough,06,Hispanic/Latino,12,10,1," "," ",1,12,10,1," "," ",1," "," "," "," "," "," "," ",92,100," "
2010,03210000,Westborough,06,White,182,180,1," ",1," ",182,181,1," "," "," "," "," "," "," "," "," "," ",99,100," "
2010,03210000,Westborough,06,"LEP/Formerly LEP",20,18," "," "," ",2,20,18," "," "," ",2," "," "," "," "," "," "," ",95,100," "
2010,03210000,Westborough,06,"Special Ed",26,23,3," "," "," ",26,23,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03210000,Westborough,07,"All Students",296,288,6,1,1," ",296,287,6,1,2," "," "," "," "," "," "," "," ",99,99," "
2010,03210000,Westborough,07,"Low Income",21,21," "," "," "," ",21,21," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03210000,Westborough,07,Asian,46,46," "," "," "," ",46,46," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03210000,Westborough,07,Hispanic/Latino,11,10,1," "," "," ",11,10,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03210000,Westborough,07,White,230,223,5,1,1," ",230,222,5,1,2," "," "," "," "," "," "," "," ",99,99," "
2010,03210000,Westborough,07,"LEP/Formerly LEP",18,17,1," "," "," ",18,17,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03210000,Westborough,07,"Special Ed",38,32,6," "," "," ",38,32,6," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03210000,Westborough,08,"All Students",297,292,3,2," "," ",296,292,3,1," "," ",296,292,3,1," "," "," ",99,100,100
2010,03210000,Westborough,08,"Low Income",28,28," "," "," "," ",27,27," "," "," "," ",27,27," "," "," "," "," ",100,100,100
2010,03210000,Westborough,08,Asian,45,43,1,1," "," ",45,44,1," "," "," ",45,44,1," "," "," "," ",98,100,100
2010,03210000,Westborough,08,Hispanic/Latino,18,18," "," "," "," ",17,17," "," "," "," ",17,17," "," "," "," "," ",100,100,100
2010,03210000,Westborough,08,White,224,222,1,1," "," ",224,222,1,1," "," ",224,222,1,1," "," "," ",100,100,100
2010,03210000,Westborough,08,"LEP/Formerly LEP",18,18," "," "," "," ",18,18," "," "," "," ",18,18," "," "," "," "," ",100,100,100
2010,03210000,Westborough,08,"Special Ed",44,40,3,1," "," ",43,39,3,1," "," ",43,39,3,1," "," "," ",98,98,98
2010,03210000,Westborough,10,"All Students",246,239,2,3," "," ",248,242,2,2,1," ",248,222,2,3," "," ",21,99,99,99
2010,03210000,Westborough,10,"Low Income",16,15," "," "," "," ",17,17," "," "," "," ",17,12," "," "," "," ",5,100,100,100
2010,03210000,Westborough,10,Asian,27,27," "," "," "," ",27,27," "," "," "," ",27,24," "," "," "," ",3,100,100,100
2010,03210000,Westborough,10,Hispanic/Latino,16,15," ",1," "," ",17,17," "," "," "," ",17,13," ",1," "," ",3,94,100,94
2010,03210000,Westborough,10,White,191,187,2,1," "," ",191,185,2,2,1," ",192,177,2,2," "," ",11,99,98,99
2010,03210000,Westborough,10,"Special Ed",33,29,2,2," "," ",34,31,2,1," "," ",35,28,2,1," "," ",4,94,97,97
2010,03220000,"West Boylston",03,"All Students",76,76," "," "," "," ",76,76," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03220000,"West Boylston",03,"Low Income",11,11," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03220000,"West Boylston",03,White,69,69," "," "," "," ",69,69," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03220000,"West Boylston",04,"All Students",72,71,1," "," "," ",72,71,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03220000,"West Boylston",04,White,69,68,1," "," "," ",69,68,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03220000,"West Boylston",04,"Special Ed",17,16,1," "," "," ",17,16,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,03220000,"West Boylston",05,"All Students",82,79,3," "," "," ",82,79,3," "," "," ",82,79,3," "," "," "," ",100,100,100
