Year,Org_code,DistrictName,Grade,Group,sort,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_part_rate,m_part_rate,s_part_rate
2012,02120000,"North Attleborough",04,"Students with Disabilities",02,72,60,11," ",1," "," ",72,61,11," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2012,02120000,"North Attleborough",04,"Low Income",04,53,48,4," ",1," "," ",53,48,5," "," "," "," "," "," "," "," "," "," "," ",98,100," "
2012,02120000,"North Attleborough",04,"African American",05,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02120000,"North Attleborough",04,Asian,06,24,23,1," "," "," "," ",24,23,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02120000,"North Attleborough",04,White,09,333,323,9," ",1," "," ",333,324,9," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02120000,"North Attleborough",04,"Multi-Race (non-Hispanic/Latino)",11,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02120000,"North Attleborough",05,"All Students",01,407,398,7," ",1,1," ",408,397,7," ",2,2," ",408,399,5," ",2,2," ",100,100,100
2012,02120000,"North Attleborough",05,"Students with Disabilities",02,78,70,7," ",1," "," ",78,70,7," ",1," "," ",78,72,5," ",1," "," ",99,99,99
2012,02120000,"North Attleborough",05,"Low Income",04,64,61,2," "," ",1," ",65,61,2," "," ",2," ",65,61,2," "," ",2," ",100,100,100
2012,02120000,"North Attleborough",05,Asian,06,16,15," "," ",1," "," ",16,15," "," ",1," "," ",16,15," "," ",1," "," ",94,94,94
2012,02120000,"North Attleborough",05,Hispanic/Latino,07,12,11,1," "," "," "," ",12,11,1," "," "," "," ",12,11,1," "," "," "," ",100,100,100
2012,02120000,"North Attleborough",05,White,09,363,357,6," "," "," "," ",364,356,6," ",1,1," ",364,358,4," ",1,1," ",100,100,100
2012,02120000,"North Attleborough",06,"All Students",01,414,407,3,1,2,1," ",414,406,4,1,2,1," "," "," "," "," "," "," "," ",99,99," "
2012,02120000,"North Attleborough",06,"Students with Disabilities",02,61,57,3," ",1," "," ",61,56,4," ",1," "," "," "," "," "," "," "," "," ",98,98," "
2012,02120000,"North Attleborough",06,"Low Income",04,64,60," ",1,2,1," ",64,59,1,1,2,1," "," "," "," "," "," "," "," ",95,95," "
2012,02120000,"North Attleborough",06,"African American",05,10,9," "," ",1," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",90,100," "
2012,02120000,"North Attleborough",06,Asian,06,20,19," "," "," ",1," ",20,19," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,02120000,"North Attleborough",06,Hispanic/Latino,07,13,12," "," ",1," "," ",13,12," "," ",1," "," "," "," "," "," "," "," "," ",92,92," "
2012,02120000,"North Attleborough",06,White,09,361,357,3,1," "," "," ",361,355,4,1,1," "," "," "," "," "," "," "," "," ",100,99," "
2012,02120000,"North Attleborough",07,"All Students",01,390,374,12,3,1," "," ",392,374,12,4,2," "," "," "," "," "," "," "," "," ",99,98," "
2012,02120000,"North Attleborough",07,"Students with Disabilities",02,76,61,12,2,1," "," ",76,60,12,4," "," "," "," "," "," "," "," "," "," ",96,95," "
2012,02120000,"North Attleborough",07,"Low Income",04,95,90,4," ",1," "," ",97,90,4,2,1," "," "," "," "," "," "," "," "," ",99,97," "
2012,02120000,"North Attleborough",07,"African American",05,10,10," "," "," "," "," ",10,9," ",1," "," "," "," "," "," "," "," "," "," ",100,90," "
2012,02120000,"North Attleborough",07,Asian,06,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02120000,"North Attleborough",07,White,09,352,338,11,3," "," "," ",354,339,11,2,2," "," "," "," "," "," "," "," "," ",99,99," "
2012,02120000,"North Attleborough",08,"All Students",01,402,394,6,1,1," "," ",402,391,7,2,2," "," ",402,392,6,2,2," "," ",100,99,99
2012,02120000,"North Attleborough",08,"Students with Disabilities",02,63,56,6,1," "," "," ",63,54,7,2," "," "," ",63,55,6,2," "," "," ",98,97,97
2012,02120000,"North Attleborough",08,"Low Income",04,81,79,2," "," "," "," ",81,77,2,1,1," "," ",81,77,2,1,1," "," ",100,98,98
2012,02120000,"North Attleborough",08,Asian,06,14,14," "," "," "," "," ",14,14," "," "," "," "," ",14,14," "," "," "," "," ",100,100,100
2012,02120000,"North Attleborough",08,White,09,366,359,5,1,1," "," ",366,357,6,2,1," "," ",366,358,5,2,1," "," ",99,99,99
2012,02120000,"North Attleborough",10,"All Students",01,304,290,7,7," "," "," ",303,289,7,2,5," "," ",313,274,7,8," ",2,22,98,98,97
2012,02120000,"North Attleborough",10,"Students with Disabilities",02,49,39,7,3," "," "," ",49,38,7,2,2," "," ",51,34,7,6," "," ",4,94,92,88
2012,02120000,"North Attleborough",10,"Low Income",04,42,40,1,1," "," "," ",42,39,1," ",2," "," ",43,30,1,3," ",1,8,98,95,93
2012,02120000,"North Attleborough",10,Asian,06,11,11," "," "," "," "," ",11,11," "," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2012,02120000,"North Attleborough",10,White,09,277,264,7,6," "," "," ",276,263,7,2,4," "," ",284,250,7,7," ",1,19,98,98,98
2012,02130000,Northborough,03,"All Students",01,232,230,1," ",1," "," ",232,230,1," ",1," "," "," "," "," "," "," "," "," ",100,100," "
2012,02130000,Northborough,03,"Students with Disabilities",02,31,29,1," ",1," "," ",31,29,1," ",1," "," "," "," "," "," "," "," "," ",97,97," "
2012,02130000,Northborough,03,"Low Income",04,17,17," "," "," "," "," ",17,17," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02130000,Northborough,03,Asian,06,21,21," "," "," "," "," ",21,21," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02130000,Northborough,03,Hispanic/Latino,07,13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02130000,Northborough,03,White,09,183,181,1," ",1," "," ",183,181,1," ",1," "," "," "," "," "," "," "," "," ",99,99," "
2012,02130000,Northborough,03,"Multi-Race (non-Hispanic/Latino)",11,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02130000,Northborough,04,"All Students",01,215,210,3,2," "," "," ",214,210,3,1," "," "," "," "," "," "," "," "," "," ",99,100," "
2012,02130000,Northborough,04,"Students with Disabilities",02,31,26,3,2," "," "," ",31,27,3,1," "," "," "," "," "," "," "," "," "," ",94,97," "
2012,02130000,Northborough,04,"ELL and Former ELL",03,16,15," ",1," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," "," ",94,100," "
2012,02130000,Northborough,04,"Low Income",04,26,26," "," "," "," "," ",25,25," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02130000,Northborough,04,Asian,06,24,24," "," "," "," "," ",23,23," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02130000,Northborough,04,White,09,175,170,3,2," "," "," ",175,171,3,1," "," "," "," "," "," "," "," "," "," ",99,99," "
2012,02130000,Northborough,05,"All Students",01,211,210,1," "," "," "," ",211,209,1," ",1," "," ",211,206,1,1,3," "," ",100,100,98
2012,02130000,Northborough,05,"Students with Disabilities",02,32,31,1," "," "," "," ",32,30,1," ",1," "," ",32,30,1," ",1," "," ",100,97,97
2012,02130000,Northborough,05,"Low Income",04,12,12," "," "," "," "," ",12,12," "," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2012,02130000,Northborough,05,Asian,06,24,24," "," "," "," "," ",24,23," "," ",1," "," ",24,23," "," ",1," "," ",100,96,96
2012,02130000,Northborough,05,White,09,169,168,1," "," "," "," ",169,168,1," "," "," "," ",169,165,1,1,2," "," ",100,100,98
2012,02130000,Northborough,05,"Multi-Race (non-Hispanic/Latino)",11,10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2012,02130000,Northborough,06,"All Students",01,195,189,5," ",1," "," ",195,190,5," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2012,02130000,Northborough,06,"Students with Disabilities",02,34,28,5," ",1," "," ",34,29,5," "," "," "," "," "," "," "," "," "," "," ",97,100," "
2012,02130000,Northborough,06,"ELL and Former ELL",03,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02130000,Northborough,06,"Low Income",04,20,20," "," "," "," "," ",20,20," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02130000,Northborough,06,Asian,06,12,10,2," "," "," "," ",12,10,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02130000,Northborough,06,White,09,160,156,3," ",1," "," ",160,157,3," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2012,02130000,Northborough,07,"All Students",01,235,234,1," "," "," "," ",235,232,1," ",2," "," "," "," "," "," "," "," "," ",100,99," "
2012,02130000,Northborough,07,"Students with Disabilities",02,23,22,1," "," "," "," ",23,21,1," ",1," "," "," "," "," "," "," "," "," ",100,96," "
2012,02130000,Northborough,07,"Low Income",04,22,22," "," "," "," "," ",22,21," "," ",1," "," "," "," "," "," "," "," "," ",100,95," "
2012,02130000,Northborough,07,Asian,06,21,21," "," "," "," "," ",21,21," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02130000,Northborough,07,White,09,198,197,1," "," "," "," ",198,195,1," ",2," "," "," "," "," "," "," "," "," ",100,99," "
2012,02130000,Northborough,08,"All Students",01,225,223,2," "," "," "," ",225,222,2," ",1," "," ",225,222,2," ",1," "," ",100,100,100
2012,02130000,Northborough,08,"Students with Disabilities",02,35,33,2," "," "," "," ",35,33,2," "," "," "," ",35,33,2," "," "," "," ",100,100,100
2012,02130000,Northborough,08,"Low Income",04,14,14," "," "," "," "," ",14,14," "," "," "," "," ",14,14," "," "," "," "," ",100,100,100
2012,02130000,Northborough,08,White,09,201,200,1," "," "," "," ",201,199,1," ",1," "," ",201,199,1," ",1," "," ",100,100,100
2012,02140000,Northbridge,03,"All Students",01,200,198,2," "," "," "," ",199,196,2," ",1," "," "," "," "," "," "," "," "," ",100,99," "
2012,02140000,Northbridge,03,"Students with Disabilities",02,38,36,2," "," "," "," ",38,35,2," ",1," "," "," "," "," "," "," "," "," ",100,97," "
2012,02140000,Northbridge,03,"Low Income",04,56,56," "," "," "," "," ",55,55," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02140000,Northbridge,03,White,09,183,181,2," "," "," "," ",182,179,2," ",1," "," "," "," "," "," "," "," "," ",100,99," "
2012,02140000,Northbridge,04,"All Students",01,202,196,5,1," "," "," ",201,197,4," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02140000,Northbridge,04,"Students with Disabilities",02,45,39,5,1," "," "," ",45,41,4," "," "," "," "," "," "," "," "," "," "," ",98,100," "
2012,02140000,Northbridge,04,"Low Income",04,56,54,1,1," "," "," ",55,55," "," "," "," "," "," "," "," "," "," "," "," ",98,100," "
2012,02140000,Northbridge,04,Hispanic/Latino,07,10,9,1," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02140000,Northbridge,04,White,09,183,178,4,1," "," "," ",182,178,4," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2012,02140000,Northbridge,05,"All Students",01,194,190,4," "," "," "," ",194,189,4," ",1," "," ",194,190,4," "," "," "," ",100,99,100
2012,02140000,Northbridge,05,"Students with Disabilities",02,28,24,4," "," "," "," ",28,23,4," ",1," "," ",28,24,4," "," "," "," ",100,96,100
2012,02140000,Northbridge,05,"Low Income",04,58,57,1," "," "," "," ",58,56,1," ",1," "," ",58,57,1," "," "," "," ",100,98,100
2012,02140000,Northbridge,05,White,09,183,179,4," "," "," "," ",183,178,4," ",1," "," ",183,179,4," "," "," "," ",100,99,100
2012,02140000,Northbridge,06,"All Students",01,217,210,5,1,1," "," ",217,212,5," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2012,02140000,Northbridge,06,"Students with Disabilities",02,38,33,5," "," "," "," ",38,33,5," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02140000,Northbridge,06,"Low Income",04,61,58,2,1," "," "," ",61,59,2," "," "," "," "," "," "," "," "," "," "," ",98,100," "
2012,02140000,Northbridge,06,Hispanic/Latino,07,20,18,2," "," "," "," ",20,18,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02140000,Northbridge,06,White,09,193,188,3,1,1," "," ",193,190,3," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2012,02140000,Northbridge,07,"All Students",01,185,185," "," "," "," "," ",185,185," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02140000,Northbridge,07,"Students with Disabilities",02,22,22," "," "," "," "," ",22,22," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02140000,Northbridge,07,"Low Income",04,58,58," "," "," "," "," ",58,58," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02140000,Northbridge,07,White,09,167,167," "," "," "," "," ",167,167," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02140000,Northbridge,08,"All Students",01,199,193,3,2,1," "," ",199,195,3," ",1," "," ",199,196,2," ",1," "," ",98,99,99
2012,02140000,Northbridge,08,"Students with Disabilities",02,26,22,3,1," "," "," ",26,22,3," ",1," "," ",26,23,2," ",1," "," ",96,96,96
2012,02140000,Northbridge,08,"Low Income",04,55,51,2,1,1," "," ",55,52,2," ",1," "," ",55,53,1," ",1," "," ",96,98,98
2012,02140000,Northbridge,08,White,09,182,176,3,2,1," "," ",182,178,3," ",1," "," ",182,179,2," ",1," "," ",98,99,99
2012,02140000,Northbridge,10,"All Students",01,185,181,3,1," "," "," ",185,180,3,1,1," "," ",186,158,3,2," "," ",23,99,99,99
2012,02140000,Northbridge,10,"Students with Disabilities",02,27,23,3,1," "," "," ",27,23,3,1," "," "," ",28,19,3,1," "," ",5,96,96,96
2012,02140000,Northbridge,10,"Low Income",04,53,51,2," "," "," "," ",53,51,2," "," "," "," ",55,40,2,1," "," ",12,100,100,98
2012,02140000,Northbridge,10,White,09,175,172,2,1," "," "," ",175,171,2,1,1," "," ",175,150,2,2," "," ",21,99,99,99
2012,02150000,"North Brookfield",03,"All Students",01,42,41," "," ",1," "," ",42,42," "," "," "," "," "," "," "," "," "," "," "," ",98,100," "
2012,02150000,"North Brookfield",03,"Students with Disabilities",02,10,9," "," ",1," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",90,100," "
2012,02150000,"North Brookfield",03,"Low Income",04,16,16," "," "," "," "," ",16,16," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02150000,"North Brookfield",03,White,09,35,35," "," "," "," "," ",35,35," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02150000,"North Brookfield",04,"All Students",01,54,53,1," "," "," "," ",54,53,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02150000,"North Brookfield",04,"Students with Disabilities",02,10,9,1," "," "," "," ",10,9,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02150000,"North Brookfield",04,"Low Income",04,21,21," "," "," "," "," ",21,21," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02150000,"North Brookfield",04,White,09,51,50,1," "," "," "," ",51,50,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02150000,"North Brookfield",05,"All Students",01,52,52," "," "," "," "," ",52,52," "," "," "," "," ",52,51," "," ",1," "," ",100,100,98
2012,02150000,"North Brookfield",05,"Low Income",04,18,18," "," "," "," "," ",18,18," "," "," "," "," ",18,18," "," "," "," "," ",100,100,100
2012,02150000,"North Brookfield",05,White,09,49,49," "," "," "," "," ",49,49," "," "," "," "," ",49,49," "," "," "," "," ",100,100,100
2012,02150000,"North Brookfield",06,"All Students",01,46,43,3," "," "," "," ",46,43,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02150000,"North Brookfield",06,"Low Income",04,15,13,2," "," "," "," ",15,13,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02150000,"North Brookfield",06,White,09,42,39,3," "," "," "," ",42,39,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02150000,"North Brookfield",07,"All Students",01,39,39," "," "," "," "," ",37,37," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02150000,"North Brookfield",07,"Low Income",04,13,13," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02150000,"North Brookfield",07,White,09,38,38," "," "," "," "," ",36,36," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02150000,"North Brookfield",08,"All Students",01,52,52," "," "," "," "," ",52,51," ",1," "," "," ",52,51," ",1," "," "," ",100,98,98
2012,02150000,"North Brookfield",08,"Low Income",04,24,24," "," "," "," "," ",24,23," ",1," "," "," ",24,23," ",1," "," "," ",100,96,96
2012,02150000,"North Brookfield",08,White,09,48,48," "," "," "," "," ",48,47," ",1," "," "," ",48,47," ",1," "," "," ",100,98,98
2012,02150000,"North Brookfield",10,"All Students",01,35,35," "," "," "," "," ",35,35," "," "," "," "," ",35,26," "," "," "," ",9,100,100,100
2012,02150000,"North Brookfield",10,White,09,35,35," "," "," "," "," ",35,35," "," "," "," "," ",35,26," "," "," "," ",9,100,100,100
2012,02170000,"North Reading",03,"All Students",01,213,211,2," "," "," "," ",213,211,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170000,"North Reading",03,"Students with Disabilities",02,39,37,2," "," "," "," ",39,37,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170000,"North Reading",03,"Low Income",04,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170000,"North Reading",03,White,09,192,190,2," "," "," "," ",192,190,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170000,"North Reading",04,"All Students",01,227,226,1," "," "," "," ",227,226,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170000,"North Reading",04,"Students with Disabilities",02,52,51,1," "," "," "," ",52,51,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170000,"North Reading",04,"Low Income",04,15,15," "," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170000,"North Reading",04,White,09,213,212,1," "," "," "," ",213,212,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170000,"North Reading",05,"All Students",01,231,227,4," "," "," "," ",231,227,4," "," "," "," ",231,227,4," "," "," "," ",100,100,100
2012,02170000,"North Reading",05,"Students with Disabilities",02,47,43,4," "," "," "," ",47,43,4," "," "," "," ",47,43,4," "," "," "," ",100,100,100
2012,02170000,"North Reading",05,"Low Income",04,22,21,1," "," "," "," ",22,21,1," "," "," "," ",22,21,1," "," "," "," ",100,100,100
2012,02170000,"North Reading",05,White,09,213,211,2," "," "," "," ",213,211,2," "," "," "," ",213,211,2," "," "," "," ",100,100,100
2012,02170000,"North Reading",06,"All Students",01,240,238,2," "," "," "," ",240,238,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170000,"North Reading",06,"Students with Disabilities",02,42,40,2," "," "," "," ",42,40,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170000,"North Reading",06,"Low Income",04,21,21," "," "," "," "," ",21,21," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170000,"North Reading",06,Asian,06,13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170000,"North Reading",06,White,09,217,215,2," "," "," "," ",217,215,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170000,"North Reading",07,"All Students",01,208,206,1," ",1," "," ",208,208," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170000,"North Reading",07,"Students with Disabilities",02,29,27,1," ",1," "," ",29,29," "," "," "," "," "," "," "," "," "," "," "," ",97,100," "
2012,02170000,"North Reading",07,"Low Income",04,16,16," "," "," "," "," ",16,16," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02170000,"North Reading",07,White,09,195,193,1," ",1," "," ",195,195," "," "," "," "," "," "," "," "," "," "," "," ",99,100," "
